PRODUCT ID_DEC,EPA REGISTRATION NUMBER_DEC,PRODUCT NAME_DEC,RESTRICTED USE_DEC,PRODUCT STATUS_DEC,COMPANY CODE_DEC,COMPANY NAME_DEC,PC_NAME_DEC,PC_PCT_DEC,PRODUCT TYPE_DEC,PRODUCT USE_DEC,EPA REGISTRATION NUMBER_EPA,PRODUCT NAME_EPA,PREVIOUS REG NUMBER_EPA,DISTRIBUTOR REG NUMBER_EPA,DISTRIBUTOR PRODUCT NAME_EPA,RESTRICTED USE_EPA,PRODUCT STATUS_EPA,COMPANY CODE_EPA,COMPANY NAME_EPA,PC_NAME_EPA,PC_PCT_EPA,PRODUCT TYPE_EPA
12709,44215-83-51036,Parathion E8,N,EXPIRED,051036,MICRO FLO COMPANY LLC,Parathion / Socal Aquatic Solvent 3501,"80.0, 8.78",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
12933,352-EUP-138,Harmony M,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,Metsulfuron-Methyl,6.8,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
13284,10182-EUP-46,Cultar 2Sc,N,EXPIRED,010182,ZENECA AG PRODUCTS,Paclobutrazol,22.3,GROWTH REGULATOR,AGRICULTURAL,,,,,,,,,,,,
13291,37100-EUP-8,Dimilin 25W,Y,SUSPENDED,037100,DUPHAR BV,Diflubenzuron,25.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
13320,8340-EUP-10,Ignite Herbicide,N,EXPIRED,054382,INTERVET INC,,,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
13328,2124-228,Wondergro Spring Weed Killer & Lawn Food,N,SUSPENDED,002124,WR GRACE & CO,"Isooctyl(2-Octyl) 2,4-Dichlorophenoxyacetate / Isooctyl 2-(2-Methyl-4-Chlorophenoxy)Propionate","1.35, 1.37",HERBICIDE,TURF,,,,,,,,,,,,
13351,707-EUP-105,Rally 40 W,N,EXPIRED,000707,"NUTRITION & BIOSCIENCES USA 2, LLC",Myclobutanil,40.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
13352,707-EUP-105,Rally 60Df Agricultural Fungicide,N,EXPIRED,000707,"NUTRITION & BIOSCIENCES USA 2, LLC",Myclobutanil,60.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
13359,55947-EUP-1,Prodiamine 65Wdg,N,EXPIRED,055947,SANDOZ AGRO INC,Prodiamine,65.0,HERBICIDE,NON-CROP,,,,,,,,,,,,
13360,55947-EUP-1,Endurance 65Wdg,N,EXPIRED,055947,SANDOZ AGRO INC,Prodiamine,65.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
13390,352-EUP-130,Matrix,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
13721,42545-EUP-1,Tough 45Wp,N,EXPIRED,042545,AGROLINZ INC,Cl 11.344,45.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
13773,1258-134,Sun Brominating Spa Packs,N,EXPIRED,001258,"INNOVATIVE WATER CARE, LLC",Halobrom,92.5,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
13774,1258-134,Hth Brominating Spa Packs,N,EXPIRED,001258,"INNOVATIVE WATER CARE, LLC",Halobrom,92.5,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
13775,1258-132,Hth Brominating Spa Tablets,N,EXPIRED,001258,"INNOVATIVE WATER CARE, LLC",Halobrom,92.5,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
13776,1258-132,Sun Brominating Spa Tablets,N,EXPIRED,001258,"INNOVATIVE WATER CARE, LLC",Halobrom,92.5,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
13971,53219-EUP-2,M-One,N,EXPIRED,053219,MYCOGEN CORPORATION,Bacillus Thuringiensis Subsp. San Diego,9.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
13972,275-EUP-56,Abg-6197,N,EXPIRED,000275,ABBOTT LABORATORIES,Agritol,5.715,INSECTICIDE,NON-CROP,,,,,,,,,,,,
13973,275-EUP-56,Abg-6199,N,EXPIRED,000275,ABBOTT LABORATORIES,Agritol,5.715,INSECTICIDE,NON-CROP,,,,,,,,,,,,
13981,35977-EUP-8,Fenoxycarb 2E,N,EXPIRED,035977,MAAG AGROCHEMICALS INC,Fenoxycarb,24.6,GROWTH REGULATOR,RESIDENTIAL,,,,,,,,,,,,
14047,4682-1-48989,Calpro Fresh Pine,N,SUSPENDED,048989,GROW CONSUMER PRODUCTS INC,"Pinene / Bio-Clave / Soap / Ethylenediaminetetraacetic Acid, Sodium Salt / Arquad Dmcb, Component Of    (With 169108)","15.0, 2.0, 8.5, 0.3, 6.0",DISINFECTANT,MANUFACTURING,,,,,,,,,,,,
14077,1695-1-39815,Hagen Flea & Tick Shampoo For Dogs,N,EXPIRED,039815,ROLF C HAGEN (USA) CORP,Buhach / Piperonyl Butoxide / Ent-16634,"0.054, 0.108, 0.178",INSECTICIDE,DOMESTIC ANIMALS,,,,,,,,,,,,
14119,241-EUP-117,Pursuit,N,EXPIRED,000241,BASF CORP AG PRODUCTS,,,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
14149,100-EUP-81,Ridomil Mz58,N,EXPIRED,000100,SYNGENTA CROP PROTECTION LLC,Metalaxyl / Dithane (Mancozeb) M-45 Technical Premix,"10.0, 48.0",FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
14157,264-EUP-73,Larvin Brand 3.2,N,EXPIRED,000264,BAYER CROPSCIENCE LP,Thiodicarb,34.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
14218,9688-68-773,"Super Sprecto Insecticidal Repellent For Dogs, Cats, & Horses",N,EXPIRED,000773,INTERVET INC,"Esbiothrin / Mgk 264 / Mgk Repellent R-11 / Permethrin, Mixed Cis,Trans / Amsco 140","0.21, 0.5, 0.5, 0.25, 0.6",INSECTICIDE,DOMESTIC ANIMALS,,,,,,,,,,,,
14245,7701-317-239,Ortho Rose & Floral Dust Formula III,N,EXPIRED,000239,THE ORTHO GROUP,Diazinon / Folpet / Bensulfoid,"5.0, 7.5, 10.0",INSECTICIDE,RESIDENTIAL,,,,,,,,,,,,
14472,984-99956-134,Tryad,N,EXPIRED,000134,HESS & CLARK INC,"Sodium Hydroxide / Edta Tetrasodium Salt / Bardac 205 M, Component Of (With 069105, 069165, 069166. 069149)","3.0, 0.88, 5.0",DISINFECTANT,AGRICULTURAL,,,,,,,,,,,,
14930,10148-177-50405,#321 Super Pine Cidal,N,EXPIRED,010148,NATIONWIDE CHEMICAL CO INC,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)",1.97,DISINFECTANT,HOSPITAL,,,,,,,,,,,,
14952,9801-28-16,Liquid Copper Fungicide,N,EXPIRED,000016,DRAGON CHEMICAL CORPORATION,,,FUNGICIDE,NON-CROP,,,,,,,,,,,,
14973,3/16/9404,Systemic Rose And Flower Care,N,EXPIRED,000016,DRAGON CHEMICAL CORPORATION,Bay 19639,1.0,GROWTH REGULATOR,HOME GARDEN,,,,,,,,,,,,
15016,855-5-5736,Super Bol,N,SUSPENDED,005736,DUBOIS CHEMICALS DIVISION OF CHEMED,"Btc 2125, Component Of    (With 069111) / Btc 2125M, Component Of     (With 069104)","0.105, 0.105",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
15022,56018-145-56018,Panhandle,N,SUSPENDED,056018,EAGLE HILL DISTRIBUTING INC,"Diethylamine 2,4-Dichlorophenoxyacetate",47.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
15027,1471-EUP-93,Cutless Tp,N,EXPIRED,001471,ELANCO PRODUCTS COMPANY,Flurprimidol,99.0,GROWTH REGULATOR,NON-CROP,,,,,,,,,,,,
15105,352-EUP-125,Nustar Fungicide Dry Flowable,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
15126,7123-79-7152,Seaboard Cartridge No.1,N,EXPIRED,007124,ALDEN LEEDS,Acl 85,99.0,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
15425,34704-EUP-9,Clean Crop Holdem 20G,N,EXPIRED,034704,LOVELAND PRODUCTS INC,Phorate / Ethoprop,"10.0, 10.0",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
15525,55947-EUP-1,Prodiamine 65Wdg Herbicide,N,EXPIRED,055947,SANDOZ AGRO INC,Prodiamine,68.4,HERBICIDE,NON-CROP,,,,,,,,,,,,
15555,45639-EUP-33,Apollo Sc,N,EXPIRED,045639,AGREVO USA COMPANY,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
15783,47371-97-11524,Acid Free Disinfectant Bowl & Bathroom Cleaner,N,EXPIRED,011524,HALBRO CONTROL INDUSTRIES INC,"Btc 2125 (Use 2 Code Nos. 069104 And 069111) / Btc 2125, Component Of    (With 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
15845,37787-EUP-2,Gbm Rope,N,SUSPENDED,037787,MITSUBUSHI INT'L CORP,Sonolure,82.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
15846,54780-EUP-5,Prov-2001,N,SUSPENDED,054780,PROVESTA CORPOATION,Sonolure,61.2,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
15847,54780-EUP-6,Prov-2002,N,SUSPENDED,054780,PROVESTA CORPOATION,Drepamon,58.75,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
15916,25104-3,Magicolor Stain & Wood Preser. Solid Natural Redwood 2421-71,N,EXPIRED,008177,THE VALSPAR CORP,Aw 75-D / Asc 67000,"0.3, 0.05",WOOD PRESERVATIVE,RESIDENTIAL,,,,,,,,,,,,
15978,352-EUP-123,Nustar Fungicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,,,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
16025,1624-EUP-22,Tim-Bor,N,EXPIRED,001624,US BORAX INC,Tim-Bor Insecticide,98.0,INSECTICIDE,NON-CROP,,,,,,,,,,,,
16026,54355-92847-54355,Penco E-Z Seal Wood And Deck Preservative,N,SUSPENDED,054355,PENCO ENTERPRISES,Antiblu 3737 / Busan 30,"0.2, 0.2",WOOD PRESERVATIVE,STRUCTURAL,,,,,,,,,,,,
16522,2296-11,"Saniquat Disnifectant, Sanitizer, Deodorant",N,EXPIRED,002296,NATIONAL CHEMICAL LABORATORIES INC,"Btc 2125, Component Of    (With 069111) / Btc 2125M, Component Of     (With 069104)","5.0, 5.0",DISINFECTANT,HOSPITAL,,,,,,,,,,,,
16564,46075-48887,"Campmor ""Neverbite"" Insect Repellent",N,SUSPENDED,046075,INNOVATIVE CHEMICAL CORP,Chigger-Wash,100.0,REPELLENT,HOUSEHOLD,,,,,,,,,,,,
16567,46075-49006,Cabela'S Canadian Formula,N,SUSPENDED,046075,INNOVATIVE CHEMICAL CORP,Chigger-Wash,100.0,REPELLENT,HOUSEHOLD,,,,,,,,,,,,
16597,264-EUP-77,Larvin Df,N,EXPIRED,000264,BAYER CROPSCIENCE LP,Thiodicarb,80.2,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
16610,524-EUP-69,Dimension Herbicide,N,EXPIRED,000524,BAYER CROPSCIENCE LP,,,HERBICIDE,TURF,,,,,,,,,,,,
16611,464-EUP-99,Xrm-4901 Granular Insecticide,N,EXPIRED,000464,MC (US) 3 LLC,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
16757,38665-15,C-10 Swimming Pool Algecide,N,SUSPENDED,038664,ARCHEM INC,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(58%C14, 28%C16, 14%C12)",10.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
16985,100-EUP-90,Amber Herbicide,N,EXPIRED,000100,SYNGENTA CROP PROTECTION LLC,Amber,75.0,NEMATICIDE,AGRICULTURAL,,,,,,,,,,,,
16992,861-4-50855,Gemini Kreme Kleanser,N,EXPIRED,050855,GEMINI SUPPLY CORPORATION,Btc 1100,0.23,DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
17020,45639-EUP-38,Prostar 50Wp,N,EXPIRED,045639,AGREVO USA COMPANY,Moncut,50.3,,NURSERY,,,,,,,,,,,,
17025,400-EUP-64,Procure 50W On Apples Pears And Grapes,N,EXPIRED,000400,MACDERMID AGRICULTURAL SOLUTIONS,A815,50.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
17096,55947-EUP-10,Trident II Biological Insecticide,N,EXPIRED,055947,SANDOZ AGRO INC,Bacillus Thuringiensis Subsp. Tenebrionis,0.64,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
17099,55638-EUP-3,Foil Oil Flowable Bioinsecticide,N,EXPIRED,055638,ECOGEN INCORPORATED,Abg-6389,7.5,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
17101,55638-EUP-3,Foil Oil Flowable Bioinsecticide,N,EXPIRED,055638,ECOGEN INCORPORATED,Abg-6389,7.5,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
17129,45639-EUP-33,Apollo Sc,N,EXPIRED,045639,AGREVO USA COMPANY,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
17130,45639-EUP-40,Apollo Sc,N,EXPIRED,045639,AGREVO USA COMPANY,,,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
17144,7969-EUP-24,Ponnax Growth Regulator,N,EXPIRED,007969,BASF CORPORATION,Bas 083 01 W,22.5,GROWTH REGULATOR,AGRICULTURAL,,,,,,,,,,,,
17268,8340-EUP-10,Ignite Herbicide,N,EXPIRED,054382,INTERVET INC,,,,NURSERY,,,,,,,,,,,,
17389,239-EUP-113,Prunit Tree Growth Regulator,N,EXPIRED,059639,VALENT USA LLC,,,GROWTH REGULATOR,NON-CROP,,,,,,,,,,,,
17536,15127-8-59944,Big C Chlor,N,EXPIRED,045309,AQUA CLEAR INDUSTRIES INC,Lithium Hypochlorite,29.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
17610,464-EUP-100,Curfew 1% Granular Insecticide,N,EXPIRED,000464,MC (US) 3 LLC,,,INSECTICIDE,TURF,,,,,,,,,,,,
17658,13799-47-13799,Four Paws Protector For Dogs,N,EXPIRED,051793,ELITE CHEMICAL CORP,"Permethrin, Mixed Cis,Trans / Buhach","0.054, 0.056",INSECTICIDE,DOMESTIC ANIMALS,,,,,,,,,,,,
17704,4819-63,Tarry Long-Lasting 1/2 Oz. Chlorinating Tablets,N,EXPIRED,004829,COASTAL INDUSTRIES,Acl 85,99.0,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
17905,36272-121-23305,Clemco Roach And Household Insect Spray With D-Ban Plus,N,EXPIRED,023305,SOUTHERN MILL CREEK PRODUCTS OF OHIO,Buhach / Piperonyl Butoxide / Chlorpyrifos / Amsco 140,"0.052, 0.26, 0.5, 98.736",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
17935,3635-82-3635,Oxford Syntox,Y,EXPIRED,003635,DUBOIS CHEMICALS INC,"Esbiothrin / Aromatic Petroleum Distillate, Oil, Solvent Or Hydrocarbons / Amsco 140 / Resmethrin","0.108, 0.265, 99.4, 0.227",INSECTICIDE,INDUSTRIAL,,,,,,,,,,,,
17947,36272-121-23305,Clemco Roach And Household Insect Spray W/E-Ban Plus,N,EXPIRED,023305,SOUTHERN MILL CREEK PRODUCTS OF OHIO,Buhach / Chlorpyrifos / Amsco 140 / Piperonyl Butoxide,"0.052, 0.5, 98.736, 0.26",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
17964,12014-63-12014,Water World Kwik Tabs,N,EXPIRED,012014,A & V INCORPORATED,Acl 85,66.0,ALGAECIDE,SWIMMING POOLS/SPAS,,,,,,,,,,,,
17988,43988-2,Mil-Du-Gas Plus Marine & Rv,N,SUSPENDED,043988,MIL-DU-GAS COMPANY,Paraformaldehyde / P-Dichlorobenzene,"81.9, 10.0",FUNGICIDE,HOUSEHOLD,,,,,,,,,,,,
17997,264-EUP-74,Cerone Brand Plant Regulator,N,EXPIRED,000264,BAYER CROPSCIENCE LP,Ethephon,39.9,GROWTH REGULATOR,AGRICULTURAL,,,,,,,,,,,,
17999,43988-4,Mil-Du-Gas Plus Marine And Rv-Hot Weather,N,SUSPENDED,043988,MIL-DU-GAS COMPANY,Paraformaldehyde / P-Dichlorobenzene,"81.9, 10.0",FUNGICIDE,HOUSEHOLD,,,,,,,,,,,,
18143,35947-127-56644,Security House Plant Insect Control,N,EXPIRED,056644,SECURITY PRODUCTS CO,Methoprene / Pentac / Resmethrin,"0.1, 0.075, 0.05",INSECTICIDE,HOUSEHOLD,,,,,,,,,,,,
18190,42406-2,Phoenix 390,N,SUSPENDED,042406,PHOENIX INDUSTRIAL INC,Acl 85,99.4,DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
18243,264-EUP-79,Larvin Brand 3.2 Thiodicarb Insecticide,N,EXPIRED,000264,BAYER CROPSCIENCE LP,Thiodicarb,32.5,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
18244,464-EUP-104,Xrm-4848 Granular Insecticide,N,EXPIRED,000464,MC (US) 3 LLC,Dowco 429,2.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
18245,464-EUP-99,Xrm-4901 Granular Insecticide,N,EXPIRED,000464,MC (US) 3 LLC,Dowco 429,4.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
18513,47371-97-1124,Bcq Non-Acid Bathroom Cleaner/Disinfectant,N,EXPIRED,001124,FRANKLIN CLEANING TECHNOLOGY,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
18809,5887-87-12140,Green Thumb Dog And Cat Repellent Granules,N,EXPIRED,005887,VALUE GARDEN SUPPLY LLC,Methyl Nonyl Ketone,1.9,REPELLENT,HOME GARDEN,,,,,,,,,,,,
18941,7969-EUP-27,Impact Herbicide,N,EXPIRED,007969,BASF CORPORATION,Quinclorac,50.0,HERBICIDE,TURF,,,,,,,,,,,,
19019,279-EUP-110,Brigade 10 Wsb Insecticide/Miticide,N,EXPIRED,000279,FMC CORP AG PRODUCTS GROUP,Bifenthrin,9.8,MITICIDE,AGRICULTURAL,,,,,,,,,,,,
19020,279-EUP-118,Command 4Ec Herbicide,N,EXPIRED,000279,FMC CORP AG PRODUCTS GROUP,Clomazone,47.1,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
19141,11619-2,Kemicide 300 Slime Cont.,N,EXPIRED,011619,CHEMICAL TESTING CORP,Aceto Sdd 40 / Chem-Bam,"15.0, 15.0",ALGAECIDE,INDUSTRIAL,,,,,,,,,,,,
19147,264-EUP-81,Buctril Ds,Y,EXPIRED,000264,BAYER CROPSCIENCE LP,Bromoxynil Octanoate / Bromoxynil Heptanoate,"18.2, 17.6",HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
19148,264-EUP-82,Buctril Wdg,Y,EXPIRED,000264,BAYER CROPSCIENCE LP,Bromoxynil Heptanoate / Bromoxynil Octanoate,"17.6, 18.2",HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
19181,7616-61,Kem Tek Spa Kem Liquid Bromide,N,EXPIRED,007616,KIK POOL ADDITIVES INC,Sodium Bromide,3.8,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
19242,44211-7-12120,Sss S-655 Liquid Weed Killer,N,EXPIRED,012120,STANDARDIZED SANITATION SYSTEMS DBA TRIPLE S,"Amsco 140 / Isooctyl(2-Octyl) 2,4-Dichlorophenoxyacetate","92.67, 1.09",HERBICIDE,TURF,,,,,,,,,,,,
19245,9144-21-11403,"The ""Natural"" Pyrethrum Fly Bomb",N,EXPIRED,011403,IBA INC,Buhach / Amsco 140 / Piperonyl Butoxide,"0.3, 1.5, 2.4",INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
19383,53219-EUP-3,Mvp Bioinsecticide,N,EXPIRED,053219,MYCOGEN CORPORATION,Abg-6389,10.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
19390,3293-522,Hopkins Mole And Gopher Pelleted Bait,N,EXPIRED,002393,HACO INC,Zinc Phosphide  (Zn3P2),2.0,RODENTICIDE,NON-CROP,,,,,,,,,,,,
19464,10880-16-63856,Sure-Kill #2,N,SUSPENDED,063856,CHEMRITE PRODUCTS INC,Banvel K (Use 2 Code Nos. 029802 And 030019),25.0,HERBICIDE,TURF,,,,,,,,,,,,
19512,63098-EUP-1,Pal6000,N,SUSPENDED,063098,MITSUI PETROCHEMICALS (AMERICA) LTD,,,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
19513,53219-EUP-6,Myx 1806 Bioinsecticide,N,EXPIRED,053219,MYCOGEN CORPORATION,Bacillus Thuringiensis Subsp. San Diego,0.8,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
19630,12/16/9404,Dragon Rose & Flower Dust,N,EXPIRED,000016,DRAGON CHEMICAL CORPORATION,Chlorothalonil / Carbaryl / Bensulfoid,"5.0, 5.0, 10.0","FUNGICIDE, INSECTICIDE",NON-CROP,,,,,,,,,,,,
19706,53219-EUP-5,Mvp Bioinsecticide,N,EXPIRED,053219,MYCOGEN CORPORATION,Abg-6389,10.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
20160,47371-97-1827,Sana-Bole Non-Acid Disinfectant Bathroom Cleaner,N,SUSPENDED,001827,PURO CHEMICAL COMPANY,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
20294,10182-2161-4,Bonide Imidan,N,EXPIRED,000004,BONIDE PRODUCTS LLC,592011,12.5,INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
20295,10182-2171-4,Bonide Soil Fumigant Solution,N,EXPIRED,000004,BONIDE PRODUCTS LLC,390031,32.7,FUNGICIDE,HOME GARDEN,,,,,,,,,,,,
20296,10182-2217-4,Bonide Liquid Imidan 1-E,N,EXPIRED,000004,BONIDE PRODUCTS LLC,635031,82.9,INSECTICIDE,HOME GARDEN,,,,,,,,,,,,
20356,47371-97-559,Buckeye Sanicare Disinfectant Restroom Cleaner,N,REGISTERED,000559,BUCKEYE INTERNATIONAL INC,"Alkyl* Dimethyl Ethylbenzyl Ammonium Chloride *(50%C12, 30%C14, 17%C16, 3%C18) / Alkyl* Dimethyl Benzyl Ammonium Chloride *(60%C14, 30%C16, 5%C18, 5%C12)","0.09, 0.09","DISINFECTANT, SANITIZER","HOSPITAL, INSTITUTIONAL, COMMERCIAL",,,,,,,,,,,,
20439,47371-97-303,Clockwise Daily Cleanser,N,EXPIRED,000303,HUNTINGTON PROFESSIONAL PRODUCTS,"Alkyl* Dimethyl Benzyl Ammonium Chloride *(60%C14, 30%C16, 5%C18, 5%C12) / Alkyl* Dimethyl Ethylbenzyl Ammonium Chloride *(50%C12, 30%C14, 17%C16, 3%C18)","0.09, 0.09",DISINFECTANT,"HOSPITAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",,,,,,,,,,,,
20506,47371-97-34892,Acid Free Bowl And Bathroom Cleaner,N,EXPIRED,034892,RUSSALL PRODUCTS CO INC,"Btc 2125 (Use 2 Code Nos. 069104 And 069111) / Btc 2125, Component Of    (With 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
20578,70024-334,Tri-4 Herbicide,N,EXPIRED,000241,BASF CORP AG PRODUCTS,Trifluralin,46.0,HERBICIDE,AGRICULTURAL,,,,,,,,,,,,
20806,47371-97-4402,Lemon-Kleen Ready To Use Germicide,N,EXPIRED,004402,GULF STATES CHEMICAL CO INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
20807,47371-97-4402,Mint-O-Kleen Ready To Use Germicide,N,EXPIRED,004402,GULF STATES CHEMICAL CO INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
20876,47371-97-10863,Crown Non-Acid Disinfectant Bowl And Bathroom Cleaner,N,EXPIRED,010863,RH CROWN CO INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
21125,100-EUP-92,Primo Turf Growth Regulator,N,EXPIRED,000100,SYNGENTA CROP PROTECTION LLC,Use Code No. 112602,22.81,GROWTH REGULATOR,TURF,,,,,,,,,,,,
21127,352-EUP-155,Du Pont Punch Cereal Fungicide,N,EXPIRED,000352,CORTEVA AGROSCIENCE LLC,Flusilazole,25.0,FUNGICIDE,AGRICULTURAL,,,,,,,,,,,,
21164,3497-1-6165,Top Care Lice Treatment Shampoo,N,EXPIRED,006165,TOPCO ASSOCIATES LLC,Buhach / Piperonyl Butoxide,"0.3, 3.0",INSECTICIDE,PERSONAL,,,,,,,,,,,,
21239,47371-97-4402,Potpourri Plus,N,EXPIRED,004402,GULF STATES CHEMICAL CO INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
21240,47371-97-4402,Premium Pine,N,EXPIRED,004402,GULF STATES CHEMICAL CO INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
21330,58998-EUP-1,Novodor Flowable Concentrate,N,EXPIRED,058998,ABBOTT LABORATORIES,Bacillus Thuringiensis Subsp. Tenebrionis,3.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
21332,49-97-40020,Family Dollar Disinfectant Spray,N,EXPIRED,000498,CHASE PRODUCTS COMPANY,"Btc 2125, Component Of    (With 069111) / Btc 2125M, Component Of     (With 069104)","0.1, 0.1",DISINFECTANT,HOUSEHOLD,,,,,,,,,,,,
21338,47371-97-8325,Bayberry Breeze Non-Acid Disinfectant Bathroom Cleaner,N,EXPIRED,008325,MISCO PRODUCTS CORP,"Btc 2125, Component Of    (With 069111) / Alkyl* Dimethyl Ethylbenzyl Ammonium Chloride *(50%C12, 30%C14, 17%C16, 3%C18)","0.09, 0.09",DISINFECTANT,"INDUSTRIAL, INSTITUTIONAL, COMMERCIAL",,,,,,,,,,,,
21407,47371-97-37234,Non-Acid Bathroom Cleaner,N,EXPIRED,015124,CORR DISTRIBUTORS INC,"Btc 2125, Component Of    (With 069111) / Btc 2125 (Use 2 Code Nos. 069104 And 069111)","0.09, 0.09",DISINFECTANT,INDUSTRIAL,,,,,,,,,,,,
21442,618-EUP-13,Agri-Mek 0.15 Ec,Y,EXPIRED,000618,MERCK & CO INC,Abamectin,1.9,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
21462,7651-1-7152,Blast-It 35,N,EXPIRED,007152,SEABOARD INDUSTRIES,Lithium Hypochlorite,29.0,DISINFECTANT,SWIMMING POOLS/SPAS,,,,,,,,,,,,
21602,275-EUP-67,Centari On Broccoli,N,EXPIRED,000275,ABBOTT LABORATORIES,Certan   (Cancelled),3.0,INSECTICIDE,AGRICULTURAL,,,,,,,,,,,,
